datetime,GHI,GHIcs,k,GHI_d1,GHIcs_d1,k_d1,GHI_d2,GHIcs_d2,k_d2,GHI_d3,GHIcs_d3,k_d3,month,day,hour,year
2016-01-08,59.81092961221843,214.26615435995436,0.2911520413373823,-3.935884023314996e-05,-3.569858464563886e-06,-1.2414259118917404e-06,2.18950829472526e-07,-3.94512056683356e-07,1.2606385449019627e-08,-1.246450455836131e-06,1.125786306821137e-08,-4.102469299145777e-08,0.25881904510252074,0.08602635419546356,0.9553265819413596,2016
2016-01-13,124.32251211123308,222.76792997115365,0.5448222289676629,0.0001347164288327841,-1.435279811086126e-06,4.497566966787626e-06,-1.0537870471978462e-07,-2.3062310032988564e-09,5.912189546176337e-10,4.07310647639961e-06,-4.2366525031167393e-08,1.3474964331724278e-07,0.25881904510252074,0.1288135912770376,0.9538634102379262,2016
2016-01-18,146.3968844569975,231.84486750559708,0.6473998516434547,3.728971293578617e-05,-6.259389237765363e-08,1.2428194070461112e-06,-2.827689884743422e-07,-2.060933947590081e-09,-8.147276399137466e-09,1.2035220846162775e-06,-1.2595365875620453e-09,3.9728765131124895e-08,0.25881904510252074,0.17135754459189292,0.9522577999268559,2016
2016-01-23,224.04389521270417,246.91616568738652,0.9464911158927024,0.00016808418311998268,5.58445354919029e-07,5.557903692992967e-06,2.0250235047598482e-08,-2.6259046398226465e-09,5.7805414375435285e-09,5.036450423085195e-06,1.7541132040036098e-08,1.6500294835852788e-07,0.25881904510252074,0.21329442675609298,0.9507330649824842,2016
2016-01-28,168.87574912496865,254.12800812594156,0.6908723948389964,-0.0001397618237495744,-4.533173613689583e-07,-4.620456328892538e-06,3.878870364083868e-08,-2.318944554733439e-09,-2.7976115377246826e-09,-4.2044913235795096e-06,-1.2903837474643783e-08,-1.3777440640545812e-07,0.307580434486693,0.25542498235567435,0.9482621367576173,2016
2016-02-02,137.50124738279854,267.2676950798548,0.5274066036071003,8.595167163191006e-05,8.970854832033538e-07,2.8101604762611733e-06,-4.237007613375149e-08,-2.7401824085583794e-09,1.3016951222948798e-09,2.5912611717975446e-06,2.77346192186271e-08,8.391430575114773e-08,0.49999999999999994,0.2967833414619913,0.945913586061661,2016
2016-02-07,117.02227290442545,279.9255608913228,0.458256320695762,-0.00016892873503042993,-8.386652566192485e-07,-5.572120606817557e-06,-8.180092925853664e-08,-2.0138902023584772e-09,-7.801326436589381e-09,-5.043321772135124e-06,-2.455579063735156e-08,-1.648232202735501e-07,0.49999999999999994,0.3374568559067598,0.9420211837993441,2016
2016-02-12,117.42959561540124,296.4678433967244,0.43362501821627597,1.2254595473306135e-06,6.620748846363758e-07,2.3321529182463256e-08,7.502813555055116e-08,-2.785502884880726e-09,2.564407633567277e-09,1.4255345754521547e-08,2.069789740442701e-08,-6.967641459664995e-11,0.49999999999999994,0.37777315487712965,0.939625077165261,2016
2016-02-17,213.74275447033415,310.581798175933,0.6847361629982124,-5.459642909841696e-06,-1.235228944223242e-06,-1.4934715351477095e-07,1.5714918105414165e-07,-3.65800894855765e-09,5.1393405832345585e-09,-2.1093404161174844e-07,-3.595946564255204e-08,-6.022216780416136e-09,0.49999999999999994,0.4206798443593864,0.9328903619283822,2016
2016-02-22,219.21014242714463,318.60544464756026,0.7127802118252278,0.0003910931728006565,8.500432580027693e-07,1.2984016137397504e-05,-8.482692570707478e-08,-7.120702933635903e-09,1.0189867838213848e-08,1.1758243261732562e-05,2.7637508620517604e-08,3.8646352377046064e-07,0.49999999999999994,0.45654591984934295,0.9308092316133205,2016
2016-02-27,188.93091892033706,351.21487697802195,0.5524090055977576,-0.00018880579974882983,-7.892118880726043e-08,-6.277117598634499e-06,3.8246375157092326e-08,-2.408467599750436e-09,-4.89077915437455e-09,-5.67564790501214e-06,-1.645095384439829e-09,-1.868462942127233e-07,0.5835851662854715,0.49382783616296927,0.9290568624222422,2016
2016-03-03,186.39866063541032,369.60570142961615,0.5093599883800611,-5.361539314627821e-05,1.195925348796325e-06,-1.7956216287828256e-06,-1.9962293446066537e-08,-2.4266967048293233e-09,-2.4420093166445073e-09,-1.602473106354491e-06,3.660576947578142e-08,-5.313604606849145e-08,0.7071067811865476,0.5307732494063543,0.9247066509002339,2016
2016-03-08,328.3108756080623,387.69817370711934,0.8730500406557633,5.530331625775118e-05,-8.959833547959606e-07,1.845774675932651e-06,-4.15206255048846e-08,-1.098256680700656e-09,5.372068261856722e-10,1.6715556753843849e-06,-2.655002363952103e-08,5.521207823012289e-08,0.7071067811865476,0.5667377807646646,0.920587462166087,2016
2016-03-13,322.3056603809871,386.4911910732473,0.8545684285795495,0.0002881999271225534,1.7454023466141068e-07,9.559910735202532e-06,-1.493987610833015e-07,-1.1410337059709674e-09,4.9274602201955745e-09,8.690817442001792e-06,5.578517151490184e-09,2.8531908399001637e-07,0.7071067811865476,0.6012941200261469,0.9127823379934716,2016
2016-03-18,426.6932493739502,421.6944957587774,1.061100939472842,3.932791161577418e-05,-5.895083653785125e-07,1.3535328007947179e-06,8.950948800560489e-08,-1.008302935843508e-10,4.375739872869167e-09,1.15298450207157e-06,-1.7655001872958765e-08,3.9293262061979734e-08,0.7071067811865476,0.6354535525316175,0.9121833979088932,2016
2016-03-23,289.1085677283992,424.0677295867632,0.7583169737348406,-3.463582734653951e-06,1.2940719626324896e-06,-2.2057286197760067e-07,-3.9133228199385e-08,-4.649523901320923e-10,-1.5539879849456405e-09,-9.216751357988002e-08,3.896164459593525e-08,-6.150989463844707e-09,0.7071067811865476,0.6702405404809415,0.9055858729145867,2016
