datetime,GHI,GHIcs,k,GHI_d1,GHIcs_d1,k_d1,GHI_d2,GHIcs_d2,k_d2,GHI_d3,GHIcs_d3,k_d3,month,day,hour,year
2016-01-08 06:00:00,49.901329868329874,220.18171366299225,0.2604793936283187,0.002040748440748441,0.019683899304034184,-2.4996514612063353e-05,-3.880803880803909e-06,-2.1426999226153904e-06,1.2774621310608082e-08,6.238669438669466e-05,0.0005911597890978097,-7.537278247550832e-07,0.25881904510252074,0.06880242680231986,0.9365206407802988,2016
2016-01-08 12:00:00,24.641869529314615,201.00908716961962,0.1285272915511421,-0.0031401321222130473,-0.023497268144600566,7.050161761072948e-06,4.203137902559819e-06,-1.781377614615785e-06,2.3008860001675037e-08,-9.54649050371595e-05,-0.0007043836310536331,2.0460219483168546e-07,0.25881904510252074,0.06880242680231986,0.9790930357701196,2016
2016-01-09 06:00:00,44.18834530386741,221.09380682328444,0.20810567004835348,0.004100690607734807,0.01981748577635871,-1.322117575479211e-06,-1.0013812154694784e-06,1.4964518863463485e-06,-1.1168184227215126e-08,0.00012332113259668504,0.0005940756377248578,-3.63130719962136e-08,0.25881904510252074,0.07738647923346309,0.9360262785548532,2016
2016-01-09 12:00:00,64.2047744052502,202.52200477975887,0.4328239200487484,-0.002970631665299426,-0.02355643193064265,6.498523172318902e-05,1.9688269072999673e-07,-1.7782813797946735e-06,3.5447792921423385e-08,-8.917801476620218e-05,-0.0007061594735053397,1.938922613819247e-06,0.25881904510252074,0.07738647923346309,0.9787306830005785,2016
2016-01-10 06:00:00,34.80210199862164,222.39321185518813,0.17953239513194247,0.0012345279117849759,0.019964639668368714,-5.865346552216601e-05,-4.066161268090108e-07,1.5004319208646515e-06,-3.056727727334251e-08,3.715782219159206e-05,0.0005984890604748013,-1.750433782482979e-06,0.25881904510252074,0.08596479873744647,0.9357312966011723,2016
2016-01-10 12:00:00,30.183355628058727,204.28078200910062,0.19740550905433005,-0.0011880913539967376,-0.023619108686649126,7.815883664817002e-05,7.210440456769858e-06,-1.7844151404909611e-06,2.65222375898553e-07,-3.7805872756933124e-05,-0.0007080379360573265,2.2651983866755352e-06,0.25881904510252074,0.08596479873744647,0.978417503511651,2016
2016-01-11 06:00:00,150.4618417068135,223.9501015802981,0.5820789802710962,0.0056911906400550485,0.020112273784795437,-5.1489100828547674e-05,-3.14521679284123e-06,1.5119564641673218e-06,-2.1444466001359736e-07,0.00017167928423950524,0.0006029146266046139,-1.4803396268523479e-06,0.25881904510252074,0.09453674981719926,0.93553531868471,2016
2016-01-11 12:00:00,81.69731928687196,205.9994476199633,0.36621412379648977,-0.008943841166936788,-0.023689547680187426,-1.37240969943133e-05,-1.5072933549428338e-06,-1.7839503378738362e-06,1.6859592821590925e-08,-0.00026786304700162066,-0.0007101512453042606,-4.16780787675877e-07,0.25881904510252074,0.09453674981719926,0.9780639348179697,2016
2016-01-12 06:00:00,74.41987197524698,225.49763388709323,0.3740136842250922,0.002541414835164834,0.020268913810961867,-4.0765805843456495e-06,1.2980769230768504e-06,1.5180927522609985e-06,-1.4481557191797943e-08,7.585302197802198e-05,0.0006076119865031781,-1.1795295037282894e-07,0.25881904510252074,0.10310169744743485,0.9352423613116464,2016
2016-01-12 12:00:00,33.03550964927275,207.96063184231193,0.15388828570971053,-0.002621273166800967,-0.02376334495486301,1.6587459456902007e-05,7.574536663978097e-07,-1.7925771314151981e-06,1.0187010512208132e-07,-7.88654311039485e-05,-0.000712362575506466,4.6706275217043624e-07,0.25881904510252074,0.10310169744743485,0.9777583016059255,2016
2016-01-13 06:00:00,133.75928835616438,227.0325688879991,0.5034638886429148,0.011722671232876708,0.02039814881274655,1.476156478376357e-05,-2.1547945205477068e-05,1.5296546760945086e-06,-1.4997780376009502e-07,0.0003581445205479456,0.0006114855679795686,4.878402846409359e-07,0.25881904510252074,0.11165900712169446,0.934853624267755,2016
2016-01-13 12:00:00,111.26018094475579,209.87606235031623,0.5501080673420552,-0.0104853482786229,-0.023844726377961072,8.912409981625739e-05,2.2169735788631565e-05,-1.794438193529807e-06,1.691871573132645e-07,-0.0003212113690952759,-0.0007148034598807738,2.6229668472937394e-06,0.25881904510252074,0.11165900712169449,0.9774132014035578,2016
2016-01-14 06:00:00,58.923469583048536,228.8231565971007,0.26030905226913936,0.0004630895420369099,0.020564054685604728,-0.00010207065560787332,4.900888585099062e-06,1.5377384126805648e-06,-7.227909319478403e-08,1.2422419685577483e-05,0.000616460319044338,-3.0404359402777634e-06,0.25881904510252074,0.1202080448993527,0.9345634664742282,2016
2016-01-14 12:00:00,43.97655246422893,211.74153602522617,0.22956752380565332,-0.0035733704292527815,-0.023933551754570313,1.862495184545101e-05,-4.173290937996908e-06,-1.7894729128516526e-06,4.7365853244680765e-08,-0.00010594912559618456,-0.0007174697107632537,5.445387993901256e-07,0.25881904510252074,0.1202080448993527,0.9770302101316736,2016
2016-01-15 06:00:00,269.6534962508521,230.59752956975595,1.1785183619354078,0.02669563735514656,0.020738599554548123,5.461664075938171e-05,7.818677573279175e-06,1.5401206389646848e-06,-2.721953440232811e-08,0.0007985235173824125,0.0006216959504447534,1.646665083102146e-06,0.25881904510252074,0.12874817745258077,0.9341784354553244,2016
2016-01-15 12:00:00,104.4175560821485,213.8431400835256,0.3999406768028246,-0.03105387045813586,-0.024025470591231675,-6.734801889700387e-05,-9.723538704581943e-06,-1.7933632729950647e-06,6.075423955774594e-09,-0.0009286990521327019,-0.0007202261087550513,-2.0222631940968487e-06,0.25881904510252074,0.12874817745258077,0.9766943448702494,2016
