Strategy,total_cost,total_profit,grid_import_kwh,grid_export_kwh,energy_cost,degradation_cost,battery_cycles,final_soc,avg_soc,min_soc,max_soc
Deterministic,19.808258293781364,-19.808258293781364,76.01494070316718,1.445371577855838,19.36073404329534,0.44752425048602407,1.2786407156743544,1.699655981485512,0.16482120859255658,0.0,2.39760372334067
Risk-Aware,19.439500719582444,-19.439500719582444,75.18521675710645,1.8079360776389068,19.142607638897047,0.2968930806853962,0.8482659448154177,0.6603938830083725,0.06859300193553731,0.0,2.2745721734014888
