samplingFrequency,polynomialAugmentation,features,history,epochs_trained,dropout_rate,mc_samples,MAPE_P50,RMSE_P50,nRMSE_P50,MAE_P50,nMAE_P50,R2_P50,MBE_P50,PICP_80,PINAW,QuantileLoss_P10,QuantileLoss_P50,QuantileLoss_P90,AvgQuantileScore,IntervalWidth
15_minutes,1,GHI,10,50,0.35,100,22.647239409494997,71.57368889163891,0.19426374347677464,44.06427006281114,0.11959827959870928,0.923704825780026,-5.885381481991839,45.263403807966355,0.11244838849127084,16.354760773827106,22.03213503140557,16.590391815316142,18.32576254018294,41.42999527445323
15_minutes,1,GHI,20,40,0.35,100,38.14422456518249,86.23121830880588,0.23402508134830924,61.63291634572447,0.16726712836050436,0.8892525206433006,-15.683974133455429,24.67289719626168,0.1286673248842548,19.482050862627105,30.816458172862234,26.216618385966402,25.50504247381858,47.4100473221965
15_minutes,2,GHI,10,50,0.35,100,22.057232169028577,71.27784261288544,0.19346076396720463,43.408100243865135,0.11781731780452377,0.9243342468521184,-2.363707262498707,46.8403223922439,0.11137364739040394,17.073587498027926,21.704050121932568,16.17015457618203,18.31593073204751,41.03402233675629
15_minutes,2,GHI,20,50,0.35,100,24.260379269620618,72.93524811113812,0.19794081200665553,46.07318309896259,0.125039175303049,0.9207718097749038,-0.6954626878760349,47.40654205607477,0.13155932600052225,17.867703838976528,23.036591549481294,14.89682558776904,18.60037365874229,48.47566293129869
15_minutes,1,GHI_d1,10,50,0.35,100,23.366871904877552,71.4210855665051,0.19384955086400626,43.44368681539412,0.11791390609988454,0.9240298190970013,-5.16402317638817,44.235486508585446,0.11030295761908884,16.19745475103189,21.72184340769706,16.9345058293341,18.28460132935435,40.639542053302215
15_minutes,1,GHI_d1,20,37,0.35,100,44.4750726071585,83.45532195615493,0.22649150612480723,61.89664219540161,0.16798286060498366,0.8962679692504373,-2.405941738319092,19.240654205607477,0.12362298299937376,24.12044524774838,30.948321097700806,21.812944257935648,25.627236867794945,45.551358741496756
15_minutes,2,GHI_d1,10,50,0.35,100,21.569939355148275,71.07387049227195,0.19290714729145578,43.52024530685168,0.1181216994856355,0.9247666847780003,-3.4512668345291653,46.13946968812055,0.10938757802051707,16.940272473949307,21.76012265342584,16.145319972710425,18.281905033361856,40.30228357452817
15_minutes,2,GHI_d1,20,12,0.35,100,201.43174938156326,262.9989807366503,0.7137595765028374,224.20667715786436,0.6084801640259919,-0.030179579726365757,-44.918282074084026,3.3294392523364484,0.09641202519079237,87.2786867167051,112.10333857893218,122.99491459077908,107.4589799621388,35.524937514913816
15_minutes,1,GHI_season_d1,10,34,0.35,100,56.301520950025164,84.76051812823152,0.23005514743763314,63.566858350260325,0.17253177886185483,0.8930015534985599,5.554880682413861,21.889966125452634,0.13579869964746388,27.3005188419978,31.783429175130163,19.500813370327446,26.19492046248514,50.03308237812648
15_minutes,1,GHI_season_d1,20,50,0.35,100,33.990007117901996,80.2242309705868,0.217722566689979,52.474750356479404,0.142412550370441,0.904144743961326,10.184761792026348,46.58878504672897,0.16331463188518364,22.49102829782909,26.237375178239702,15.235243845851102,21.321215773973297,60.17654002714989
15_minutes,2,GHI_season_d1,10,27,0.35,100,30.566244766388657,76.7190828396964,0.20822925937362474,51.345155041254664,0.1393598986187607,0.9123408871259676,-1.8480913858202048,44.32893353580189,0.1659601547006107,18.205491959051482,25.672577520627332,15.806472158519917,19.89484721273291,61.145637720967244
15_minutes,2,GHI_season_d1,20,32,0.35,100,26.989901053222066,75.8965990524555,0.20597769712244798,48.535330581141054,0.13172125954248168,0.9142074775085893,8.482648399463903,53.83177570093458,0.17587368580796864,19.338176969666424,24.267665290570527,13.826061285822894,19.143967848686618,64.80417444277857
